"id","name","description"
7271,NOW健而婷 夜夜安 酪胺酸(60顆/瓶)三瓶組,"NOW健而婷 夜夜安 酪胺酸(60顆/瓶)三瓶組美國原裝進口
高含量500毫克
現代人  緊張生活推薦"
7272,【Horizon 天際線】強化折疊水桶 ( 13L ),"【Horizon 天際線】強化折疊水桶 ( 13L )■加拿大品牌 
■戶外旅遊必備 
■42L超大容量 
■負重加強，最大可承重15kg 
■輕量便攜好收納 
■四色選擇 
■終身保修"
7278,【MB353】韓系高仿真 自由分線 梨花 微捲 BOBO頭 直髮 短髮☆雙兒網☆,【MB353】韓系高仿真 自由分線 梨花 微捲 BOBO頭 直髮 短髮☆雙兒網☆韓系高仿真 自由分線 梨花 微捲 BOBO頭 直髮 短髮
7275,【MW356】全新設計U型半罩式半頂假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆,【MW356】全新設計U型半罩式半頂假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆全新設計U型半罩式半頂假髮
5770,NOW健而婷 月見草油(100顆/瓶)三瓶組,"NOW健而婷 月見草油(100顆/瓶)三瓶組美國原裝進口
豐富GLA，調整體質
冷壓提煉，保持活性
嚴選北美洲月見草種子
含每顆含有500毫克月見草油"
7270,NOW健而婷 E級棒 維他命E(100顆/瓶)三瓶組,"NOW健而婷 E級棒 維他命E(100顆/瓶)三瓶組高單位400IU/顆
抗氧化、減少自由基
100% 美國原裝空運進口 
榮獲美國保健Vity Award大獎"
7276,【MW356】全新設計U型半罩式半頂假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆,【MW356】全新設計U型半罩式半頂假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆全新設計U型半罩式半頂假髮
8394,OBIEN 智慧型手機必備三合一配件組,OBIEN 智慧型手機必備三合一配件組雙角度手機架+高感度觸控筆+麂皮擦拭貼 原價1180元 特價890元!!
8395,OBIEN 平板電腦必備三合一配件組,OBIEN 平板電腦必備三合一配件組10吋防震袋+高感度觸控筆+麂皮擦拭貼 原價1260元 特價980元!!
8396,OBIEN 愛拇鍵盤運動手套- 輕便型 (一組含左右手各一),"OBIEN 愛拇鍵盤運動手套- 輕便型 (一組含左右手各一)*姆指在操作鍵盤或運動時，使姆指能更持久且不易傷害肌肉
*高級潛水布材質，透氣孔設計散熱佳
*軟墊設計使用舒適，多種色彩可供選擇
*台灣製造，品質有保證"
8397,OBIEN 愛拇鍵盤運動手套-先進型 ( 一組含左右手各一),"OBIEN 愛拇鍵盤運動手套-先進型 ( 一組含左右手各一)*姆指在操作鍵盤或運動時，使姆指能更持久且不易傷害肌肉
*高級潛水布材質，透氣孔設計散熱佳
*軟墊設計使用舒適，多種色彩可供選擇
*台灣製造，品質有保證"
8398,OBIEN HO..Free!! 免握式手機固定環,"OBIEN HO..Free!! 免握式手機固定環*攜帶方便，防止手機滑落。
*靈活的360全角度旋轉。
*可重複撕貼運用(需保持接觸面乾淨)。
*可做手機座並調整各種角度
*2秒輕鬆取下本裝置
*不需移除保護膜即可使用。"
8389,OBIEN Q-BOX 高級耳機收納盒 (不含耳機等內容物僅耳機收納盒),OBIEN Q-BOX 高級耳機收納盒 (不含耳機等內容物僅耳機收納盒)*高密度泡棉材質可以提供耳機最佳保護
8390,"【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,標準單人,MIT","【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,標準單人,MIT★床墊密碼0-34度適用
★標準單人3.5*6.2尺(106x188cm) 
★軟硬適中稍軟
★7天睡眠滿意保證

"
8391,"【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,標準雙人,MIT","【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,標準雙人,MIT★床墊密碼0-34度適用
★標準雙人5*6.2尺(152x188cm) 
★軟硬適中稍軟
★7天睡眠滿意保證
★7天睡眠滿意保證

"
8392,"【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,加大雙人,MIT ","【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,加大雙人,MIT ★床墊密碼0-34度適用
★加大雙人6*6.2尺(182x188cm) 
★軟硬適中稍軟
★7天睡眠滿意保證
"
8393,"【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,特大雙人,MIT ","【睡眠達人irest】SL3405 國家專利,獨立筒床墊,環保面料,Q軟適中,特大雙人,MIT ★床墊密碼0-34度適用
★特大雙人6*7尺(182x212cm) 
★7天睡眠滿意保證
★軟硬適中稍軟"
6280,大東山珠寶 約定三環戒 三色金純銀鑲鑽項鍊,大東山珠寶 約定三環戒 三色金純銀鑲鑽項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6287,【FX-04】耐熱纖維-蓬鬆高捲前髮,【FX-04】耐熱纖維-蓬鬆高捲前髮日本設計師獨家設計100%耐熱造型師愛用
6281,大東山珠寶 炙熱玫瑰 玫瑰金純銀鑲鑽項鍊,大東山珠寶 炙熱玫瑰 玫瑰金純銀鑲鑽項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6288,【MB087】韓國OBA可愛捲捲花椰菜短髮,【MB087】韓國OBA可愛捲捲花椰菜短髮【MB087】韓國OBA可愛捲捲花椰菜短髮
6282,Luperla 尋找/三葉草純銀晶鑽項鍊,Luperla 尋找/三葉草純銀晶鑽項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
4780,大東山珠寶 頸間的悸動 寶石純銀項鍊耳環套組,大東山珠寶 頸間的悸動 寶石純銀項鍊耳環套組2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6285,【3451K】完美女生齊瀏海鮑伯頭BOB頭,【3451K】完美女生齊瀏海鮑伯頭BOB頭【3451K】
6284,【Luperla】璀璨滿鑽銀飾系列-閃亮骨頭項鍊,【Luperla】璀璨滿鑽銀飾系列-閃亮骨頭項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6283,Luperla 當下/小蝴蝶純銀晶鑽項鍊,Luperla 當下/小蝴蝶純銀晶鑽項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6286,【A065】好感美人斜瀏海BOBO頭,【A065】好感美人斜瀏海BOBO頭【A065】
6279,大東山珠寶 頸間的悸動 寶石純銀項鍊耳環套組,大東山珠寶 頸間的悸動 寶石純銀項鍊耳環套組2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
7866,漢坊【金饌】純綠豆椪12入禮盒（蛋奶素）,"漢坊【金饌】純綠豆椪12入禮盒（蛋奶素）1.嚴選上等毛綠豆自製而成的獨家口味綠豆沙(行家必選)
2.層次分明的透薄餅皮酥脆爽口
3.扎實飽滿的綠豆沙餡融合奶油的清香"
7861,漢坊【御點】純綠豆椪4入禮盒（蛋奶素）,"漢坊【御點】純綠豆椪4入禮盒（蛋奶素）1.嚴選上等毛綠豆自製而成的獨家口味綠豆沙(行家必選)
2.層次分明的透薄餅皮酥脆爽口
3.扎實飽滿的綠豆沙餡融合奶油的清香
"
7862,漢坊【御點】綠豆小月餅8入禮盒（蛋奶素）,"漢坊【御點】綠豆小月餅8入禮盒（蛋奶素）★嚴選上等毛綠豆自製而成的獨家口味綠豆沙(行家必選)
★多層次的爽口酥皮"
7864,漢坊【臻饌】純綠豆椪6入禮盒（蛋奶素）,"漢坊【臻饌】純綠豆椪6入禮盒（蛋奶素）1.嚴選上等毛綠豆自製而成的獨家口味綠豆沙(行家必選)
2.層次分明的透薄餅皮酥脆爽口
3.扎實飽滿的綠豆沙餡融合奶油的清香"
7863,漢坊【御藏】綠豆小月餅15入禮盒（蛋奶素）,漢坊【御藏】綠豆小月餅15入禮盒（蛋奶素）漢坊養生佳點-綠豆小月餅
7859,漢坊【御點】溏心酥8入禮盒（蛋奶素）,"漢坊【御點】溏心酥8入禮盒（蛋奶素）1.酥脆香甜軟Q的絕妙口感
2.自製的純正麥芽糖, 麥糖香醇
3.使用上等野生蜂蜜
"
7867,漢坊【臻饌】綠豆椪6入禮盒,"漢坊【臻饌】綠豆椪6入禮盒1.嚴選上等毛綠豆自製而成的獨家口味綠豆沙(行家必選)
2.口感豐富多層次油酥餅皮
3.每日嚴選新鮮上等豬前腿肉(俗稱夾心肉)
以獨門醬汁炒至收汁入味"
7865,漢坊【御藏】純綠豆椪8入禮盒（蛋奶素）,漢坊【御藏】純綠豆椪8入禮盒（蛋奶素）漢坊絹細雪花綿密清香純綠豆椪
7860,漢坊【御點】綠豆椪4入禮盒,"漢坊【御點】綠豆椪4入禮盒1.嚴選上等毛綠豆自製而成的
2.口感豐富多層次油酥餅皮
3.每日嚴選新鮮上等豬前腿肉(俗稱夾心肉)以獨門醬汁炒至收汁入味
"
7279,【MB352】韓系高仿真 自由分線 梨花 微捲 BOBO頭 直髮 短髮☆雙兒網☆,【MB352】韓系高仿真 自由分線 梨花 微捲 BOBO頭 直髮 短髮☆雙兒網☆【MB352】韓系高仿真 自由分線 梨花 微捲
7285,【MW356】全新設計U型半罩式假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆,【MW356】全新設計U型半罩式假髮 韓系浪漫大捲長髮 逼真自然☆雙兒網☆全新設計U型半罩式半頂假髮
7284,【MW358】全新設計U型半罩式假髮 韓系浪漫挑染大捲長髮 逼真自然☆雙兒網☆,【MW358】全新設計U型半罩式假髮 韓系浪漫挑染大捲長髮 逼真自然☆雙兒網☆全新設計U型半罩式半頂假髮
5905,【MC079】最強美少女盛典氣質長髮,【MC079】最強美少女盛典氣質長髮【MC079】
8408,"【睡眠達人irest】SL5203 國家專利,獨立筒床墊,比利時乳膠,Q彈,標準雙人,MIT","【睡眠達人irest】SL5203 國家專利,獨立筒床墊,比利時乳膠,Q彈,標準雙人,MIT★床墊密碼44-52度適用
★標準雙人5*6.2尺(152x188cm) 
★7天睡眠滿意保證
★Q彈設計，內襯歐洲乳膠"
8399,"【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,標準單人,MIT","【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,標準單人,MIT★床墊密碼35-43度適用
★標準單人3.5*6.2尺(106x188cm) 
★7天睡眠滿意保證
★軟硬適中，Q彈有勁"
8400,"【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,標準雙人,MIT","【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,標準雙人,MIT★床墊密碼35-43度適用
★加大雙人5*6.2尺(152x188cm) 
★7天睡眠滿意保證
★軟硬適中，Q彈有勁 "
8401,"【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,加大雙人,MIT ","【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,加大雙人,MIT ★床墊密碼35-43度適用
★加大雙人6*6.2尺(182x188cm) 
★7天睡眠滿意保證
★軟硬適中，Q彈有勁 "
8402,"【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,特大雙人,MIT ","【睡眠達人irest】SL4303 國家專利,獨立筒床墊,比利時乳膠,提升全面支撐,特大雙人,MIT ★床墊密碼35-43度適用
★特大雙人6*7尺(182x212cm) 
★7天睡眠滿意保證
★軟硬適中，Q彈有勁 "
8403,"【睡眠達人irest】SL4305 國家專利,獨立筒床墊,提升單點及全面支撐,標準單人,MIT","【睡眠達人irest】SL4305 國家專利,獨立筒床墊,提升單點及全面支撐,標準單人,MIT★床墊密碼35-43度適用
★標準單人3.5*6.2尺(106x188cm) 
★7天睡眠滿意保證
★軟硬適中"
8404,"【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,標準雙人,MIT ","【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,標準雙人,MIT ★床墊密碼35-43度適用
★標準雙人5*6.2尺(152x188cm) 
★7天睡眠滿意保證
★軟硬適中"
8405,"【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,加大雙人,MIT ","【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,加大雙人,MIT ★床墊密碼35-43度適用
★加大雙人6*6.2尺(182x188cm) 
★7天睡眠滿意保證
★軟硬適中 "
8406,"【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,特大雙人,MIT ","【睡眠達人irest】SL4305國家專利,獨立筒床墊,提升單點及全面支撐,特大雙人,MIT ★床墊密碼35-43度適用
★特大雙人6*7尺(182x212cm) 
★7天睡眠滿意保證
★軟硬適中 "
8407,"【睡眠達人irest】SL5203 國家專利,獨立筒床墊,比利時乳膠,Q彈,標準單人,MIT","【睡眠達人irest】SL5203 國家專利,獨立筒床墊,比利時乳膠,Q彈,標準單人,MIT★床墊密碼44-52度適用
★標準單人3.5*6.2尺(106x188cm) 
★7天睡眠滿意保證
★Q彈設計，內襯歐洲乳膠 "
6293,【MC083】平劉海長直髮,【MC083】平劉海長直髮【MC083】平劉海長直髮
6294,【MP014】韓系QQ捲劉海頭頂髮片(加量款),【MP014】韓系QQ捲劉海頭頂髮片(加量款)【MP014】
6290,【MA141】高仿真超自然整頂假髮,【MA141】高仿真超自然整頂假髮【MA141】高仿真超自然整頂假髮
6295,假髮 斜瀏海頭頂髮塊 遮白髮片 增髮量(瀏海長約13 全長約35公分)【MP016】★雙兒網★,假髮 斜瀏海頭頂髮塊 遮白髮片 增髮量(瀏海長約13 全長約35公分)【MP016】★雙兒網★【MP016】
6291,【MA142】極致甜美SD娃娃超長捲髮,【MA142】極致甜美SD娃娃超長捲髮【MC083】平劉海長直髮
6292,【Luperla】璀璨滿鑽銀飾系列-愛情手銬項鍊,【Luperla】璀璨滿鑽銀飾系列-愛情手銬項鍊2014新裝大賞，名人幸福代言限定販售，經典純銀設計墬台，珍珠晶瑩透亮，經典雋永，完美襯托女性優雅特質，女人的夢想珠寶逸品，母親節禮物最佳首選 - 生日、母親節、情人節、婚宴喜酒珠寶、長輩送禮、聖誕節禮物最佳推薦
6296,【MK008】布丁頭中斜分泡麵三管電棒捲~高仿真自由分線染色大頭皮,【MK008】布丁頭中斜分泡麵三管電棒捲~高仿真自由分線染色大頭皮【MK008】
6297,<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 1包),"<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 1包)美國評價最好的狗狗訓練尿布墊!
吸水力超強，不用經常更換，環保又省錢! 
吸水力超強，狗狗腳不會沾濕，造成二次清理! 
除臭效果強，室內不會再有尿騷味! 
可訓練狗狗到固定位置大小便! 便
  
  
  
  
  
  "
6289,【MC079】最強美少女盛典氣質長髮,【MC079】最強美少女盛典氣質長髮【MC079】
4790,【MC079】最強美少女盛典氣質長髮,【MC079】最強美少女盛典氣質長髮【MC079】
6298,<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 2包),"<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 2包)<b><font color=blue>★平均每包只要$645元~~~!!!★ </font>
美國評價最好的狗狗訓練尿布墊!
吸水力超強，不用經常更換，環保又省錢! 
吸水力超強，狗狗腳不會沾濕，造成二次清理! 
除臭效果強，室內不會再有尿騷味! 
可訓練狗狗到固定位置大小便! 便
  
  
  
  
  
  "
7873,"280 Den 彈性褲襪 - 膚色(二雙入)","280 Den 彈性褲襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7870,"420 Den 彈性褲襪 - 黑色(二雙入)","420 Den 彈性褲襪 - 黑色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7871,"140 Den 彈性褲襪 - 膚色(二雙入)","140 Den 彈性褲襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7872,"200 Den 彈性褲襪 - 膚色(二雙入)","200 Den 彈性褲襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現。
◎可長時間使用，輕鬆達到按摩及運動效果。
◎熱銷歐美市場，榮獲國際品質認證。"
7878,"200 Den 彈性大腿襪 - 膚色(二雙入)","200 Den 彈性大腿襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證
"
7869,"360 Den 彈性褲襪 - 黑色(二雙入)","360 Den 彈性褲襪 - 黑色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7874,"360 Den 彈性褲襪 - 膚色(二雙入)","360 Den 彈性褲襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7875,"420 Den 彈性褲襪 - 膚色(二雙入)","420 Den 彈性褲襪 - 膚色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證"
7876,"200 Den 彈性大腿襪 - 黑色(二雙入)","200 Den 彈性大腿襪 - 黑色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證
"
7877,"280 Den 彈性大腿襪 - 黑色(二雙入)","280 Den 彈性大腿襪 - 黑色(二雙入)◎採用最新編織技術，質感立即顯現
◎可長時間使用，輕鬆達到按摩及運動效果
◎熱銷歐美市場，榮獲國際品質認證
"
6300,LactoSkin全時賦活安瓶原液,LactoSkin全時賦活安瓶原液LactoSkin
6302,(e鞋院)馬卡龍撞色舒適室內拖鞋 ,"(e鞋院)馬卡龍撞色舒適室內拖鞋 ★大底是橡膠材質/柔軟.抗滑 

★材質都是NO P（無毒．不含可塑劑） 

*台灣製造* 



  
  
  "
6306,《ENJOY101》寵愛女生。生理期防水保潔墊 - L - 粉,"《ENJOY101》寵愛女生。生理期防水保潔墊 - L - 粉★流量多的夜晚，不擔心弄髒床單
★可機洗、烘乾、日曬，易洗快乾"
6301,【MB043】極修臉特色羽毛層次感BOBO短髮,【MB043】極修臉特色羽毛層次感BOBO短髮【MB043】
6303,(e鞋院)加大尺寸★菱格紋★舒適室內拖鞋 ~咖~,"(e鞋院)加大尺寸★菱格紋★舒適室內拖鞋 ~咖~★中底多加了一層海棉及中底挑心.穿起來彈性增加.柔軟舒適 

★大底全止滑材質 

★材質都是NO P（無毒．不含可塑劑）  

*台灣製造* 

(男性有加大尺寸)

  "
6308,<Coplay設計包>錢盲~小方包,"<Coplay設計包>錢盲~小方包＊MIT手工設計品牌
＊特織Polyester 600/1200丹尼布料
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製
＊全球設計 限定販售"
4800,<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 6包),"<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 6包)<b><font color=blue>★平均每包只要$590元~~~!!!★ </font>
美國評價最好的狗狗訓練尿布墊!
吸水力超強，不用經常更換，環保又省錢! 
吸水力超強，狗狗腳不會沾濕，造成二次清理! 
除臭效果強，室內不會再有尿騷味! 
可訓練狗狗到固定位置大小便! 便
  
  
  
  
  
  "
6304,【Coplay設計包】菱格之戀 | 小船包,"【Coplay設計包】菱格之戀 | 小船包＊MIT手工設計品牌
＊特織Polyester600/1200丹尼布料
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製
＊全球設計 限定販售
  
  
  "
6305,【ARGENT銀飾】情人對墜系列「葉戀(大+小)」純銀項鍊(一對價),"【ARGENT銀飾】情人對墜系列「葉戀(大+小)」純銀項鍊(一對價)★造型項墜系列~『葉戀(大+小)』 
★國際標準純度925純銀 
★台灣工廠製作，採現貨或預購(約3-10個工作天) 
★每墜附一條不挑款銀鍊，請將所要鍊長尺寸編號寫於備註欄 "
6307,《ENJOY101》寵愛女生。生理期防水保潔墊 - L - 黃,"《ENJOY101》寵愛女生。生理期防水保潔墊 - L - 黃★流量多的夜晚，不擔心弄髒床單
★可機洗、烘乾、日曬，易洗快乾"
6299,<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 6包),"<b><font color=red>★新規格88片大包裝，最划算★</font>哈比狗狗訓練尿布墊(45cm*60cm 88片 x 6包)<b><font color=blue>★平均每包只要$590元~~~!!!★ </font>
美國評價最好的狗狗訓練尿布墊!
吸水力超強，不用經常更換，環保又省錢! 
吸水力超強，狗狗腳不會沾濕，造成二次清理! 
除臭效果強，室內不會再有尿騷味! 
可訓練狗狗到固定位置大小便! 便
  
  
  
  
  
  "
7880,漢坊【御點】漢坊金沙小月8入禮盒（蛋奶素）,"漢坊【御點】漢坊金沙小月8入禮盒（蛋奶素）1.嫩白如雪的餅皮綿密爽口
2.入口即化的細緻綿密白綠豆沙組合
3.一餅三吃的特殊口感是本店最具特色的招牌商品


層層有如薄紗般嫩白如雪的的酥脆餅皮，包裹住細緻綿密的白綠豆沙混合內餡，一口咬下，舌尖溢出馨香柔甜的清涼氣息，自然散發出獨特的冰涼口感故有「漢坊金沙」之名。"
7882,漢坊【御點】鳳梨酥8入禮盒（蛋奶素）,"漢坊【御點】鳳梨酥8入禮盒（蛋奶素）1.嚴選台灣盛產、沒有基因改造的土鳳梨
2.熬煮出綿密軟Q撲鼻香氣的獨家鳳梨醬
3.特製的酥脆外皮入口即化"
5911,"7吋 8吋不沾料理刀組","7吋 8吋不沾料理刀組"
5910,【COPLAY設計包】泛類生命~托特二世,"【COPLAY設計包】泛類生命~托特二世＊MIT手工設計品牌 
＊特織Polyester丹尼布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5912,天然植物纖維去油刷,"天然植物纖維去油刷1.刷毛採墨西哥進口天然植物纖維製成，具有清潔效果。
2.清洗任何鍋碗瓢盆即可去除油汙。
3.洗碗不再是惡夢，油污自然除。
4.不需再買傳統清潔劑去除油汙。"
5918,【COPLAY設計包】冰藍~星情托特,"【COPLAY設計包】冰藍~星情托特＊MIT手工設計品牌 
＊人字紋防潑水布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5916,【COPLAY設計包】黑貓~星情托特,"【COPLAY設計包】黑貓~星情托特＊MIT手工設計品牌 
＊人字紋防潑水布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5917,【COPLAY設計包】獵豹扮乳牛~星情托特,"【COPLAY設計包】獵豹扮乳牛~星情托特＊MIT手工設計品牌 
＊人字紋防潑水布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5915,【COPLAY設計包】漸層勿忘我(彩)~星情托特,"【COPLAY設計包】漸層勿忘我(彩)~星情托特＊MIT手工設計品牌 
＊人字紋防潑水布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
4239,【COPLAY設計包】超現實赫本~托特二世,"【COPLAY設計包】超現實赫本~托特二世＊MIT手工設計品牌 
＊特織Polyester丹尼布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5909,【COPLAY設計包】超現實赫本~托特二世,"【COPLAY設計包】超現實赫本~托特二世＊MIT手工設計品牌 
＊特織Polyester丹尼布料 
＊100%個性感 獨特風格
＊圖面多風格 機洗不掉色
＊老師傅細心手工監製 
＊全球設計 限定販售"
5914,(e鞋院)[毛絨軟呢]舒適室內拖鞋(限量8折),"(e鞋院)[毛絨軟呢]舒適室內拖鞋(限量8折)溫暖絨布.舒適柔軟.讓腳丫暖呼呼 

溫馨.時尚陪你度過暖和的冬天. 

台灣製造"
8424,【大東山Luperla】珍珠水合白皙精華液50ml,"【大東山Luperla】珍珠水合白皙精華液50ml◆台灣第一專業養殖珍珠，珍珠原料，品質保證。
◆專為亞洲肌膚設計。
◆淡化肌膚暗沉，促進細緻白皙，擁有活力好臉色！
"
8425,【大東山Luperla】珍珠柔膚乳液120ml　　　,"【大東山Luperla】珍珠柔膚乳液120ml　　　◆台灣第一專業養殖珍珠，珍珠原料，品質保證。
◆專為亞洲肌膚設計。
◆含植物草取液，能潤澤肌膚兼具淨白、保溼，使肌膚細緻，散發透亮淨白光采！"
8419,GILDAN 2000系列美版短袖素面T-Shirt(2件),"GILDAN 2000系列美版短袖素面T-Shirt(2件)◆獨有無縫圓筒設計 穿著新風潮
◆美式20支雙軌棉紗 透氣快乾效果
◆首創預縮定型過程 領口不易變形
◆空氣流紡 棉線扎實 輕質感 不易起毛球
◆歐盟環保製程 絕不添加柔軟劑
◆顏色可任搭！請於備註欄填寫喔！
  
  "
8420,GILDAN 2000系列美版短袖素面T-Shirt(1件),"GILDAN 2000系列美版短袖素面T-Shirt(1件)◆獨有無縫圓筒設計 穿著新風潮
◆美式20支雙軌棉紗 透氣快乾效果
◆首創預縮定型過程 領口不易變形
◆空氣流紡 棉線扎實 輕質感 不易起毛球
◆歐盟環保製程 絕不添加柔軟劑
◆顏色可任搭！請於備註欄填寫喔！
◆◆**此商品為贈品時僅提供白色，可自選size於備註欄填寫**◆◆
  "
